feature_name,num_sources,num_numeric_sources,num_discrete_sources,discretizer_in_use,normalizer_in_use,group_in_use,binary_in_use,max_discrete_source_value,min_discrete_source_value,avg_discrete_source_value,std_discrete_source_value,max_chi_source_opattr_value,min_chi_source_opattr_value,avg_chi_source_opattr_value,std_chi_source_opattr_value,max_numeric_source_value,min_numeric_source_value,avg_numeric_source_value,std_numeric_source_value,max_ttest_source_opattr_value,min_ttest_source_opattr_value,avg_ttest_source_opattr_value,std_ttest_source_opattr_value,cp_data_group_2_avg_t,cp_data_group_2_std_t,cp_data_group_2_max_t,cp_data_group_2_min_t,feat_mutual_info
lesion_2_norm_group_by_abdomen_group_6_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,0.9999999999999999,0.0,0.004784688995215311,0.0690057660375883,1.110521255985446e-16,1.110521255985446e-16,1.110521255985446e-16,0.0,-10.34690980394175,9.650185556204873,43.15200155375459,-48.20341544578468,0.008060866718186968
hospital_number_group_by_abdomen_group_6_and_min,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,5305629.0,521399.0,1122420.1531100478,1570308.3975158082,-5.513413975780108,-5.513413975780108,-5.513413975780108,0.0,3744.6107018061684,531.5867152013419,3849.244232820172,515.2004814317564,0.008060866718186968
rectal_temp_group_by_abdomen_group_6_and_min,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,35400.0,35.4,6975.181339712919,14042.194710733414,-7.127365855346669,-7.127365855346669,-7.127365855346669,0.0,690.9955571155905,205.79311616972407,992.8246693555052,-11.063818107781943,0.008060866718186968
abdomo_protein_group_by_abdomen_group_6_and_min,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,100.0,0.1,69.91196172248804,44.79738971033669,-22.437806783072553,-22.437806783072553,-22.437806783072553,0.0,-1.4218507550083,4.4330042923270625,7.34502154106461,-14.532186074992083,0.008060866718186968
hospital_number_norm_group_by_abdomen_group_6_and_min,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,0.9999999999999999,0.0,0.1256254722515531,0.3282259417954004,-5.513413975780109,-5.513413975780109,-5.513413975780109,0.0,-11.130649863864058,7.024648279183386,4.8201703863236505,-48.464021652579056,0.008060866718186968
rectal_temp_norm_group_by_abdomen_group_6_and_min,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,1.0,0.0,0.19623525615199716,0.3970692362060765,-7.127365855346668,-7.127365855346668,-7.127365855346668,0.0,-11.135181846900513,7.024124033889128,4.8201703863236505,-48.468145732525684,0.008060866718186968
abdomo_protein_norm_group_by_abdomen_group_6_and_min,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,1.0,0.0,0.698818435660541,0.4484223194227896,-22.437806783072556,-22.437806783072556,-22.437806783072556,0.0,-11.06874004658053,7.031015639231234,4.8201703863236505,-48.398640085287454,0.008060866718186968
hospital_number_group_by_abdomen_group_6_and_max,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,5305629.0,521399.0,1122420.1531100478,1570308.3975158082,38.414736194345465,38.414736194345465,38.414736194345465,0.0,17477.817305516826,1782.619967972562,17794.507869850284,5394.445917816769,0.008060866718186968
lesion_1_group_by_abdomen_group_6_and_max,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,41110.0,0.0,3476.468899521531,5361.325361941072,86.74394855891526,86.74394855891526,86.74394855891526,0.0,186.3683931542421,32.60885459027121,192.39977708795874,-9.941781056175365,0.008060866718186968
lesion_2_group_by_abdomen_group_6_and_max,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,3111.0,0.0,14.885167464114833,214.6769381429372,42.04759208325728,42.04759208325728,42.04759208325728,0.0,40.69438102994686,10.621428909457354,43.15200155375458,-10.283431584383203,0.008060866718186968
hospital_number_norm_group_by_abdomen_group_6_and_max,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,0.9999999999999999,0.0,0.1256254722515531,0.3282259417954004,38.41473619434546,38.41473619434546,38.41473619434546,0.0,285.3359011367909,2034.6520657391961,16044.82347722769,-22.185779106406123,0.008060866718186968
lesion_1_norm_group_by_abdomen_group_6_and_max,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,1.0,0.0,0.08456504255707932,0.13041414161861037,86.74394855891522,86.74394855891522,86.74394855891522,0.0,23.79758664548224,28.692621211328145,192.39342845933794,-22.19031918203863,0.008060866718186968
lesion_2_norm_group_by_abdomen_group_6_and_max,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,0.9999999999999999,0.0,0.004784688995215311,0.0690057660375883,42.04759208325728,42.04759208325728,42.04759208325728,0.0,14.188088207901382,11.531492726821865,43.15200155375459,-22.20423671032379,0.008060866718186968
hospital_number_group_by_packed_cell_volume_group_1_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,5305629.0,521399.0,1122420.1531100478,1570308.3975158082,-8.300086016233991e-16,-8.300086016233991e-16,-8.300086016233991e-16,0.0,62.179486861134556,0.008717909583082788,62.22767072196234,62.132504411991796,0.025341346804768457
rectal_temp_group_by_packed_cell_volume_group_1_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,35400.0,35.4,6975.181339712919,14042.194710733414,9.773565816503929e-16,9.773565816503929e-16,9.773565816503929e-16,0.0,44.3653503871445,8.528854125449744,45.93433099911391,-10.246956582965126,0.025341346804768457
abdomo_protein_group_by_packed_cell_volume_group_1_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520748,204.97873557520748,204.97873557520748,0.0,100.0,0.1,69.91196172248804,44.79738971033669,-4.139926902722586e-15,-4.139926902722586e-15,-4.139926902722586e-15,0.0,192.68018805369215,54.62414434431051,229.09356387491155,-10.308011519460312,0.025341346804768457
lesion_1_group_by_packed_cell_volume_group_1_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,41110.0,0.0,3476.468899521531,5361.325361941072,4.718826557714688e-16,4.718826557714688e-16,4.718826557714688e-16,0.0,72.62894073426308,14.795735401875508,75.509081005716,-10.277449949696091,0.025341346804768457
lesion_2_group_by_packed_cell_volume_group_1_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,3111.0,0.0,14.885167464114833,214.6769381429372,2.196931139646189e-16,2.196931139646189e-16,2.196931139646189e-16,0.0,13.814269176427898,6.65308726406647,15.952055826957947,-16.479932729019488,0.025341346804768457
hospital_number_norm_group_by_packed_cell_volume_group_1_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,0.9999999999999999,0.0,0.1256254722515531,0.3282259417954004,-4.733743729763884e-16,-4.733743729763884e-16,-4.733743729763884e-16,0.0,-6.320624775195981,9.244104257350513,33.295209807835505,-40.32266568823312,0.025341346804768457
rectal_temp_norm_group_by_packed_cell_volume_group_1_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,1.0,0.0,0.19623525615199716,0.3970692362060765,7.032028110236304e-16,7.032028110236304e-16,7.032028110236304e-16,0.0,-3.788021775358831,10.522229961313737,45.6944330138834,-36.44864094271279,0.025341346804768457
abdomo_protein_norm_group_by_packed_cell_volume_group_1_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520748,204.97873557520748,204.97873557520748,0.0,1.0,0.0,0.698818435660541,0.4484223194227896,-1.9936473121472084e-15,-1.9936473121472084e-15,-1.9936473121472084e-15,0.0,15.883111394979197,29.197447393472856,206.72908728144074,-22.285309245999844,0.025341346804768457
lesion_1_norm_group_by_packed_cell_volume_group_1_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,1.0,0.0,0.08456504255707932,0.13041414161861037,1.1840268541726733e-16,1.1840268541726733e-16,1.1840268541726733e-16,0.0,-6.944607339151671,12.928962878407846,75.4644874432425,-43.69097206254664,0.025341346804768457
lesion_2_norm_group_by_packed_cell_volume_group_1_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,0.9999999999999999,0.0,0.004784688995215311,0.0690057660375883,-2.224821867004979e-16,-2.224821867004979e-16,-2.224821867004979e-16,0.0,-10.610035191289862,7.58978161764786,15.95205582695795,-48.13897759844404,0.025341346804768457
hospital_number_group_by_packed_cell_volume_group_1_and_min,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,5305629.0,521399.0,1122420.1531100478,1570308.3975158082,-5.494213720122751,-5.494213720122751,-5.494213720122751,0.0,2750.79338651946,345.7988119588513,2818.693956972497,537.6379968823215,0.025341346804768457
rectal_temp_group_by_packed_cell_volume_group_1_and_min,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520748,204.97873557520748,204.97873557520748,0.0,35400.0,35.4,6975.181339712919,14042.194710733414,-7.127285166144901,-7.127285166144901,-7.127285166144901,0.0,1222.2624782324042,724.7410925508335,2552.6757161356054,-11.031754517769276,0.025341346804768457
abdomo_protein_group_by_packed_cell_volume_group_1_and_min,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,100.0,0.1,69.91196172248804,44.79738971033669,-22.290720184256898,-22.290720184256898,-22.290720184256898,0.0,7.260199637697344,6.81581199861833,19.173292221000658,-10.308653933892334,0.025341346804768457
hospital_number_norm_group_by_packed_cell_volume_group_1_and_min,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,0.9999999999999999,0.0,0.1256254722515531,0.3282259417954004,-5.494213720122751,-5.494213720122751,-5.494213720122751,0.0,-10.74954316989821,7.574118581819537,15.952055826957947,-48.42615154790519,0.025341346804768457
rectal_temp_norm_group_by_packed_cell_volume_group_1_and_min,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520748,204.97873557520748,204.97873557520748,0.0,1.0,0.0,0.19623525615199716,0.3970692362060765,-7.127285166144901,-7.127285166144901,-7.127285166144901,0.0,-10.81787037902461,7.410668384522901,13.039071719426492,-48.46804047580649,0.025341346804768457
abdomo_protein_norm_group_by_packed_cell_volume_group_1_and_min,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,1.0,0.0,0.698818435660541,0.4484223194227896,-22.290720184256894,-22.290720184256894,-22.290720184256894,0.0,-10.604260910775803,7.590451724068803,15.952055826957947,-48.126907638525324,0.025341346804768457
hospital_number_group_by_packed_cell_volume_group_1_and_max,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520748,204.97873557520748,204.97873557520748,0.0,5305629.0,521399.0,1122420.1531100478,1570308.3975158082,38.388688550976596,38.388688550976596,38.388688550976596,0.0,33994.399224725385,4699.102769772657,34932.87709721718,5250.897339836054,0.025341346804768457
lesion_1_group_by_packed_cell_volume_group_1_and_max,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520748,204.97873557520748,204.97873557520748,0.0,41110.0,0.0,3476.468899521531,5361.325361941072,59.77426057088805,59.77426057088805,59.77426057088805,0.0,100.05455966774194,17.37137520066775,103.23948955801235,-9.976339097287626,0.025341346804768457
lesion_2_group_by_packed_cell_volume_group_1_and_max,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,3111.0,0.0,14.885167464114833,214.6769381429372,15.798734126505202,15.798734126505202,15.798734126505202,0.0,14.798235894508762,4.992643106745351,15.952055826957945,-10.294614473668895,0.025341346804768457
hospital_number_norm_group_by_packed_cell_volume_group_1_and_max,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520748,204.97873557520748,204.97873557520748,0.0,0.9999999999999999,0.0,0.1256254722515531,0.3282259417954004,38.38868855097659,38.38868855097659,38.38868855097659,0.0,538.1295495826072,3988.870708186895,31435.345481872053,-22.185910234684247,0.025341346804768457
lesion_1_norm_group_by_packed_cell_volume_group_1_and_max,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520748,204.97873557520748,204.97873557520748,0.0,1.0,0.0,0.08456504255707932,0.13041414161861037,59.774260570888046,59.774260570888046,59.774260570888046,0.0,18.968663629880528,19.32317599718952,103.2304695162285,-22.235262758124197,0.025341346804768457
lesion_2_norm_group_by_packed_cell_volume_group_1_and_max,2,1,1,False,False,True,False,1.0,0.0,0.5502392344497608,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,0.9999999999999999,0.0,0.004784688995215311,0.0690057660375883,15.798734126505199,15.798734126505199,15.798734126505199,0.0,0.9188653069487048,9.951274574605467,15.952055826957944,-22.30223651997841,0.025341346804768457
hospital_number_group_by_packed_cell_volume_group_2_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.44976076555023925,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,5305629.0,521399.0,1122420.1531100478,1570308.3975158082,-8.300086016233991e-16,-8.300086016233991e-16,-8.300086016233991e-16,0.0,62.1794907288895,0.00871791680792514,62.22767072196234,62.132504411991796,0.025341346804768457
rectal_temp_group_by_packed_cell_volume_group_2_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.44976076555023925,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,35400.0,35.4,6975.181339712919,14042.194710733414,9.773565816503929e-16,9.773565816503929e-16,9.773565816503929e-16,0.0,44.36568703526765,8.528915650228239,45.93433099911391,-10.246956582965126,0.025341346804768457
abdomo_protein_group_by_packed_cell_volume_group_2_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.44976076555023925,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,100.0,0.1,69.91196172248804,44.79738971033669,-4.139926902722586e-15,-4.139926902722586e-15,-4.139926902722586e-15,0.0,191.9679702072557,54.42294217071052,229.09356387491155,-10.308011519460312,0.025341346804768457
lesion_1_group_by_packed_cell_volume_group_2_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.44976076555023925,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,41110.0,0.0,3476.468899521531,5361.325361941072,4.718826557714688e-16,4.718826557714688e-16,4.718826557714688e-16,0.0,72.630787590563,14.796087875825574,75.509081005716,-10.277449949696091,0.025341346804768457
lesion_2_group_by_packed_cell_volume_group_2_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.44976076555023925,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,3111.0,0.0,14.885167464114833,214.6769381429372,2.196931139646189e-16,2.196931139646189e-16,2.196931139646189e-16,0.0,13.83149370457335,6.657260482314454,15.952055826957947,-16.479932729019488,0.025341346804768457
hospital_number_norm_group_by_packed_cell_volume_group_2_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.44976076555023925,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,0.9999999999999999,0.0,0.1256254722515531,0.3282259417954004,-4.733743729763884e-16,-4.733743729763884e-16,-4.733743729763884e-16,0.0,-6.408353670159038,9.289373316985207,33.295209807835505,-40.32266568823312,0.025341346804768457
rectal_temp_norm_group_by_packed_cell_volume_group_2_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.44976076555023925,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,1.0,0.0,0.19623525615199716,0.3970692362060765,7.032028110236304e-16,7.032028110236304e-16,7.032028110236304e-16,0.0,-3.8730420653974518,10.564957857580898,45.6944330138834,-36.44864094271279,0.025341346804768457
abdomo_protein_norm_group_by_packed_cell_volume_group_2_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.44976076555023925,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,1.0,0.0,0.698818435660541,0.4484223194227896,-1.9936473121472084e-15,-1.9936473121472084e-15,-1.9936473121472084e-15,0.0,15.81619450632068,29.22009531879152,206.72908728144074,-22.285309245999844,0.025341346804768457
lesion_1_norm_group_by_packed_cell_volume_group_2_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.44976076555023925,0.4974696164811495,204.97873557520745,204.97873557520745,204.97873557520745,0.0,1.0,0.0,0.08456504255707932,0.13041414161861037,1.1840268541726733e-16,1.1840268541726733e-16,1.1840268541726733e-16,0.0,-7.00525385542414,12.952999804664318,75.4644874432425,-43.69097206254664,0.025341346804768457
